run_id,writer_pid,engine_instance_id,family_id,config_id,month,trades,signals
bfe49625,7668,bfe49625_F06_RERUN_0026_2021-08,F06,F06_RERUN_0026,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0027_2021-08,F06,F06_RERUN_0027,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0028_2021-08,F06,F06_RERUN_0028,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0029_2021-08,F06,F06_RERUN_0029,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0030_2021-08,F06,F06_RERUN_0030,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0031_2021-08,F06,F06_RERUN_0031,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0032_2021-08,F06,F06_RERUN_0032,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0033_2021-08,F06,F06_RERUN_0033,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0034_2021-08,F06,F06_RERUN_0034,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0035_2021-08,F06,F06_RERUN_0035,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0036_2021-08,F06,F06_RERUN_0036,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0037_2021-08,F06,F06_RERUN_0037,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0038_2021-08,F06,F06_RERUN_0038,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0039_2021-08,F06,F06_RERUN_0039,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0040_2021-08,F06,F06_RERUN_0040,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0041_2021-08,F06,F06_RERUN_0041,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0042_2021-08,F06,F06_RERUN_0042,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0043_2021-08,F06,F06_RERUN_0043,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0044_2021-08,F06,F06_RERUN_0044,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0045_2021-08,F06,F06_RERUN_0045,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0046_2021-08,F06,F06_RERUN_0046,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0047_2021-08,F06,F06_RERUN_0047,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0048_2021-08,F06,F06_RERUN_0048,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0049_2021-08,F06,F06_RERUN_0049,2021-08,42,394
bfe49625,7668,bfe49625_F06_RERUN_0050_2021-08,F06,F06_RERUN_0050,2021-08,42,394
bfe49625,7668,bfe49625_F08_RERUN_0001_2021-08,F08,F08_RERUN_0001,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0002_2021-08,F08,F08_RERUN_0002,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0003_2021-08,F08,F08_RERUN_0003,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0004_2021-08,F08,F08_RERUN_0004,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0005_2021-08,F08,F08_RERUN_0005,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0006_2021-08,F08,F08_RERUN_0006,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0007_2021-08,F08,F08_RERUN_0007,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0008_2021-08,F08,F08_RERUN_0008,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0009_2021-08,F08,F08_RERUN_0009,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0010_2021-08,F08,F08_RERUN_0010,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0011_2021-08,F08,F08_RERUN_0011,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0012_2021-08,F08,F08_RERUN_0012,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0013_2021-08,F08,F08_RERUN_0013,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0014_2021-08,F08,F08_RERUN_0014,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0015_2021-08,F08,F08_RERUN_0015,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0016_2021-08,F08,F08_RERUN_0016,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0017_2021-08,F08,F08_RERUN_0017,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0018_2021-08,F08,F08_RERUN_0018,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0019_2021-08,F08,F08_RERUN_0019,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0020_2021-08,F08,F08_RERUN_0020,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0021_2021-08,F08,F08_RERUN_0021,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0022_2021-08,F08,F08_RERUN_0022,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0023_2021-08,F08,F08_RERUN_0023,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0024_2021-08,F08,F08_RERUN_0024,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0025_2021-08,F08,F08_RERUN_0025,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0026_2021-08,F08,F08_RERUN_0026,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0027_2021-08,F08,F08_RERUN_0027,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0028_2021-08,F08,F08_RERUN_0028,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0029_2021-08,F08,F08_RERUN_0029,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0030_2021-08,F08,F08_RERUN_0030,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0031_2021-08,F08,F08_RERUN_0031,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0032_2021-08,F08,F08_RERUN_0032,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0033_2021-08,F08,F08_RERUN_0033,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0034_2021-08,F08,F08_RERUN_0034,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0035_2021-08,F08,F08_RERUN_0035,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0036_2021-08,F08,F08_RERUN_0036,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0037_2021-08,F08,F08_RERUN_0037,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0038_2021-08,F08,F08_RERUN_0038,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0039_2021-08,F08,F08_RERUN_0039,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0040_2021-08,F08,F08_RERUN_0040,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0041_2021-08,F08,F08_RERUN_0041,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0042_2021-08,F08,F08_RERUN_0042,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0043_2021-08,F08,F08_RERUN_0043,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0044_2021-08,F08,F08_RERUN_0044,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0045_2021-08,F08,F08_RERUN_0045,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0046_2021-08,F08,F08_RERUN_0046,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0047_2021-08,F08,F08_RERUN_0047,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0048_2021-08,F08,F08_RERUN_0048,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0049_2021-08,F08,F08_RERUN_0049,2021-08,55,333
bfe49625,7668,bfe49625_F08_RERUN_0050_2021-08,F08,F08_RERUN_0050,2021-08,55,333
bfe49625,7668,bfe49625_F12_RERUN_0001_2021-08,F12,F12_RERUN_0001,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0002_2021-08,F12,F12_RERUN_0002,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0003_2021-08,F12,F12_RERUN_0003,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0004_2021-08,F12,F12_RERUN_0004,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0005_2021-08,F12,F12_RERUN_0005,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0006_2021-08,F12,F12_RERUN_0006,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0007_2021-08,F12,F12_RERUN_0007,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0008_2021-08,F12,F12_RERUN_0008,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0009_2021-08,F12,F12_RERUN_0009,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0010_2021-08,F12,F12_RERUN_0010,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0011_2021-08,F12,F12_RERUN_0011,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0012_2021-08,F12,F12_RERUN_0012,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0013_2021-08,F12,F12_RERUN_0013,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0014_2021-08,F12,F12_RERUN_0014,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0015_2021-08,F12,F12_RERUN_0015,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0016_2021-08,F12,F12_RERUN_0016,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0017_2021-08,F12,F12_RERUN_0017,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0018_2021-08,F12,F12_RERUN_0018,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0019_2021-08,F12,F12_RERUN_0019,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0020_2021-08,F12,F12_RERUN_0020,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0021_2021-08,F12,F12_RERUN_0021,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0022_2021-08,F12,F12_RERUN_0022,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0023_2021-08,F12,F12_RERUN_0023,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0024_2021-08,F12,F12_RERUN_0024,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0025_2021-08,F12,F12_RERUN_0025,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0026_2021-08,F12,F12_RERUN_0026,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0027_2021-08,F12,F12_RERUN_0027,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0028_2021-08,F12,F12_RERUN_0028,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0029_2021-08,F12,F12_RERUN_0029,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0030_2021-08,F12,F12_RERUN_0030,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0031_2021-08,F12,F12_RERUN_0031,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0032_2021-08,F12,F12_RERUN_0032,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0033_2021-08,F12,F12_RERUN_0033,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0034_2021-08,F12,F12_RERUN_0034,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0035_2021-08,F12,F12_RERUN_0035,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0036_2021-08,F12,F12_RERUN_0036,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0037_2021-08,F12,F12_RERUN_0037,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0038_2021-08,F12,F12_RERUN_0038,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0039_2021-08,F12,F12_RERUN_0039,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0040_2021-08,F12,F12_RERUN_0040,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0041_2021-08,F12,F12_RERUN_0041,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0042_2021-08,F12,F12_RERUN_0042,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0043_2021-08,F12,F12_RERUN_0043,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0044_2021-08,F12,F12_RERUN_0044,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0045_2021-08,F12,F12_RERUN_0045,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0046_2021-08,F12,F12_RERUN_0046,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0047_2021-08,F12,F12_RERUN_0047,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0048_2021-08,F12,F12_RERUN_0048,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0049_2021-08,F12,F12_RERUN_0049,2021-08,66,816
bfe49625,7668,bfe49625_F12_RERUN_0050_2021-08,F12,F12_RERUN_0050,2021-08,66,816
bfe49625,7668,bfe49625_F06_RERUN_0001_2022-05,F06,F06_RERUN_0001,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0002_2022-05,F06,F06_RERUN_0002,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0003_2022-05,F06,F06_RERUN_0003,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0004_2022-05,F06,F06_RERUN_0004,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0005_2022-05,F06,F06_RERUN_0005,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0006_2022-05,F06,F06_RERUN_0006,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0007_2022-05,F06,F06_RERUN_0007,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0008_2022-05,F06,F06_RERUN_0008,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0009_2022-05,F06,F06_RERUN_0009,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0010_2022-05,F06,F06_RERUN_0010,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0011_2022-05,F06,F06_RERUN_0011,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0012_2022-05,F06,F06_RERUN_0012,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0013_2022-05,F06,F06_RERUN_0013,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0014_2022-05,F06,F06_RERUN_0014,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0015_2022-05,F06,F06_RERUN_0015,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0016_2022-05,F06,F06_RERUN_0016,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0017_2022-05,F06,F06_RERUN_0017,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0018_2022-05,F06,F06_RERUN_0018,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0019_2022-05,F06,F06_RERUN_0019,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0020_2022-05,F06,F06_RERUN_0020,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0021_2022-05,F06,F06_RERUN_0021,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0022_2022-05,F06,F06_RERUN_0022,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0023_2022-05,F06,F06_RERUN_0023,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0024_2022-05,F06,F06_RERUN_0024,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0025_2022-05,F06,F06_RERUN_0025,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0026_2022-05,F06,F06_RERUN_0026,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0027_2022-05,F06,F06_RERUN_0027,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0028_2022-05,F06,F06_RERUN_0028,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0029_2022-05,F06,F06_RERUN_0029,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0030_2022-05,F06,F06_RERUN_0030,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0031_2022-05,F06,F06_RERUN_0031,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0032_2022-05,F06,F06_RERUN_0032,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0033_2022-05,F06,F06_RERUN_0033,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0034_2022-05,F06,F06_RERUN_0034,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0035_2022-05,F06,F06_RERUN_0035,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0036_2022-05,F06,F06_RERUN_0036,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0037_2022-05,F06,F06_RERUN_0037,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0038_2022-05,F06,F06_RERUN_0038,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0039_2022-05,F06,F06_RERUN_0039,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0040_2022-05,F06,F06_RERUN_0040,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0041_2022-05,F06,F06_RERUN_0041,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0042_2022-05,F06,F06_RERUN_0042,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0043_2022-05,F06,F06_RERUN_0043,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0044_2022-05,F06,F06_RERUN_0044,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0045_2022-05,F06,F06_RERUN_0045,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0046_2022-05,F06,F06_RERUN_0046,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0047_2022-05,F06,F06_RERUN_0047,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0048_2022-05,F06,F06_RERUN_0048,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0049_2022-05,F06,F06_RERUN_0049,2022-05,55,446
bfe49625,7668,bfe49625_F06_RERUN_0050_2022-05,F06,F06_RERUN_0050,2022-05,55,446
bfe49625,7668,bfe49625_F08_RERUN_0001_2022-05,F08,F08_RERUN_0001,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0002_2022-05,F08,F08_RERUN_0002,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0003_2022-05,F08,F08_RERUN_0003,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0004_2022-05,F08,F08_RERUN_0004,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0005_2022-05,F08,F08_RERUN_0005,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0006_2022-05,F08,F08_RERUN_0006,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0007_2022-05,F08,F08_RERUN_0007,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0008_2022-05,F08,F08_RERUN_0008,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0009_2022-05,F08,F08_RERUN_0009,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0010_2022-05,F08,F08_RERUN_0010,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0011_2022-05,F08,F08_RERUN_0011,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0012_2022-05,F08,F08_RERUN_0012,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0013_2022-05,F08,F08_RERUN_0013,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0014_2022-05,F08,F08_RERUN_0014,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0015_2022-05,F08,F08_RERUN_0015,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0016_2022-05,F08,F08_RERUN_0016,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0017_2022-05,F08,F08_RERUN_0017,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0018_2022-05,F08,F08_RERUN_0018,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0019_2022-05,F08,F08_RERUN_0019,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0020_2022-05,F08,F08_RERUN_0020,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0021_2022-05,F08,F08_RERUN_0021,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0022_2022-05,F08,F08_RERUN_0022,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0023_2022-05,F08,F08_RERUN_0023,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0024_2022-05,F08,F08_RERUN_0024,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0025_2022-05,F08,F08_RERUN_0025,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0026_2022-05,F08,F08_RERUN_0026,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0027_2022-05,F08,F08_RERUN_0027,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0028_2022-05,F08,F08_RERUN_0028,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0029_2022-05,F08,F08_RERUN_0029,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0030_2022-05,F08,F08_RERUN_0030,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0031_2022-05,F08,F08_RERUN_0031,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0032_2022-05,F08,F08_RERUN_0032,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0033_2022-05,F08,F08_RERUN_0033,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0034_2022-05,F08,F08_RERUN_0034,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0035_2022-05,F08,F08_RERUN_0035,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0036_2022-05,F08,F08_RERUN_0036,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0037_2022-05,F08,F08_RERUN_0037,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0038_2022-05,F08,F08_RERUN_0038,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0039_2022-05,F08,F08_RERUN_0039,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0040_2022-05,F08,F08_RERUN_0040,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0041_2022-05,F08,F08_RERUN_0041,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0042_2022-05,F08,F08_RERUN_0042,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0043_2022-05,F08,F08_RERUN_0043,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0044_2022-05,F08,F08_RERUN_0044,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0045_2022-05,F08,F08_RERUN_0045,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0046_2022-05,F08,F08_RERUN_0046,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0047_2022-05,F08,F08_RERUN_0047,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0048_2022-05,F08,F08_RERUN_0048,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0049_2022-05,F08,F08_RERUN_0049,2022-05,50,302
bfe49625,7668,bfe49625_F08_RERUN_0050_2022-05,F08,F08_RERUN_0050,2022-05,50,302
bfe49625,7668,bfe49625_F12_RERUN_0001_2022-05,F12,F12_RERUN_0001,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0002_2022-05,F12,F12_RERUN_0002,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0003_2022-05,F12,F12_RERUN_0003,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0004_2022-05,F12,F12_RERUN_0004,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0005_2022-05,F12,F12_RERUN_0005,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0006_2022-05,F12,F12_RERUN_0006,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0007_2022-05,F12,F12_RERUN_0007,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0008_2022-05,F12,F12_RERUN_0008,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0009_2022-05,F12,F12_RERUN_0009,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0010_2022-05,F12,F12_RERUN_0010,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0011_2022-05,F12,F12_RERUN_0011,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0012_2022-05,F12,F12_RERUN_0012,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0013_2022-05,F12,F12_RERUN_0013,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0014_2022-05,F12,F12_RERUN_0014,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0015_2022-05,F12,F12_RERUN_0015,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0016_2022-05,F12,F12_RERUN_0016,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0017_2022-05,F12,F12_RERUN_0017,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0018_2022-05,F12,F12_RERUN_0018,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0019_2022-05,F12,F12_RERUN_0019,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0020_2022-05,F12,F12_RERUN_0020,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0021_2022-05,F12,F12_RERUN_0021,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0022_2022-05,F12,F12_RERUN_0022,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0023_2022-05,F12,F12_RERUN_0023,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0024_2022-05,F12,F12_RERUN_0024,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0025_2022-05,F12,F12_RERUN_0025,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0026_2022-05,F12,F12_RERUN_0026,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0027_2022-05,F12,F12_RERUN_0027,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0028_2022-05,F12,F12_RERUN_0028,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0029_2022-05,F12,F12_RERUN_0029,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0030_2022-05,F12,F12_RERUN_0030,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0031_2022-05,F12,F12_RERUN_0031,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0032_2022-05,F12,F12_RERUN_0032,2022-05,60,786
bfe49625,7668,bfe49625_F12_RERUN_0033_2022-05,F12,F12_RERUN_0033,2022-05,60,786
